S/N	LINE ITEM	Unit	Tier 4 	Tier 3 	Tier 2	Tier 1 	Tier 0
792	TIOCONAZOLE POWDER - 30G (TROSYD)	Tube/30g	 735.00 	 840.00 	 997.50 	 1,155.00 	 1,575.00 
793	TIZANIDINE TABLET - 2MG(SIRDALAUD)	Tube/2mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
794	TOCOVID TABLET - 50MG	Tab/50mg	 588.00 	 672.00 	 798.00 	 924.00 	 1,260.00 
795	TOGAMYCIN INJECTION	Vial/1000mg	 1,499.40 	 1,713.60 	 2,034.90 	 2,356.20 	 3,213.00 
796	TOLTERODINE TABLET - 2MG(ROLITEN)	Tube/2mg	 232.26 	 265.44 	 315.21 	 364.98 	 497.70 
797	TONGUE DEPRESSOR	PCS	 264.60 	 302.40 	 359.10 	 415.80 	 567.00 
798	TOPIRAMATE TABLET - 50MG	Tab/50mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
799	TORSEMIDE  INJECTION - 10MG/ML	10MG/ML	 1,323.00 	 1,512.00 	 1,795.50 	 2,079.00 	 2,835.00 
800	TORSEMIDE TAB - 20MG	Tab/20mg	 188.16 	 215.04 	 255.36 	 295.68 	 403.20 
801	TORSEMIDE TABLET - 10MG	Tab/10mg	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
802	TOTHEMA LIQUID	Vial	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
803	TRAMADOL HYDROCHLORIDE CAPSULE - 50MG	Cap/50mg	 205.80 	 235.20 	 279.30 	 323.40 	 441.00 
804	TRAMADOL HYDROCHLORIDE INJECTION - 50MG/ML	Vial/50mg	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
805	TRANEXAMIC ACID INJECTION - 500MG/5ML	Per ampule	 2,533.10 	 2,894.98 	 3,437.78 	 3,980.59 	 5,428.08 
806	TRANEXANIC ACID  TAB - (500MG)	Tab/1	 499.80 	 571.20 	 678.30 	 785.40 	 1,071.00 
807	TRAVASTEN EYE DROP - (DUOTRAV)	Tube/10ml	 9,408.00 	 10,752.00 	 12,768.00 	 14,784.00 	 20,160.00 
808	TRETINOIN CREAM - (RECTIN)	Tube/20g	 7,056.00 	 8,064.00 	 9,576.00 	 11,088.00 	 15,120.00 
809	TRIAMCINOLONE INJECTION - 40MG/ML	Vial/40mg	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
810	TRIAMCINOLONE INJECTION - 40MG/ML (KENELOG)	Vial/40mg	 2,058.00 	 2,352.00 	 2,793.00 	 3,234.00 	 4,410.00 
811	TRIMETAZIDINE TABLET - 35MG(VASTEREL MR)	Vial/35mg	 558.60 	 638.40 	 758.10 	 877.80 	 1,197.00 
812	TRIPLE ACTION CREAM - 20G (TRIBOTAN)	Tube/20g	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
813	TRIPLE ACTION CREAM - TRIBOTAN BABY	Tube/20g	 1,470.00 	 1,680.00 	 1,995.00 	 2,310.00 	 3,150.00 
814	TRIPOLIDINE + PSEUDOPHEDRINE SYRUP - 1.25MG/5ML(SINUFED)	Blt/60ml	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
815	TRIPOLIDINE + PSEUDOPHEDRINE TABLET - (SINUFED)	Tab/1	 155.82 	 178.08 	 211.47 	 244.86 	 333.90 
816	TRISULPHONAMIDE TABLET - 500MG(SULPHATRIAD)	Tab/500mg	 23.52 	 26.88 	 31.92 	 36.96 	 50.40 
817	TYPHOID VACCINE	Per dose	 17,640.00 	 20,160.00 	 23,940.00 	 27,720.00 	 37,800.00 
818	ULSAKIT TABLET	Tab/1	 279.30 	 319.20 	 379.05 	 438.90 	 598.50 
819	VALSATAN CO-HYDROCHLOROTHIAZINE TABLET - 80/12.5MG 	Tab/2	 323.40 	 369.60 	 438.90 	 508.20 	 693.00 
820	VALSATAN CO-HYDROCHLOROTHIAZINE TABLET -160/12.5MG 	Tab/1	 382.20 	 436.80 	 518.70 	 600.60 	 819.00 
821	VALSATAN TABLET - 160MG	Tab/160mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
822	VALSATAN TABLET - 160MG (DIOVAN)	Tab/160mg	 1,058.40 	 1,209.60 	 1,436.40 	 1,663.20 	 2,268.00 
823	VALSATAN TABLET - 80MG (DIOVAN)	Tab/80mg	 882.00 	 1,008.00 	 1,197.00 	 1,386.00 	 1,890.00 
824	VALSATAN-HYDROCHLOROTHIAZINE TAB - 160/25MG (CODIOVAN)	Tab/185mg	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
825	VALSATAN-HYDROCHLOROTHIAZINE TAB - 80/12.5MG (CODIOVAN)	Tab/92.5mg	 1,058.40 	 1,209.60 	 1,436.40 	 1,663.20 	 2,268.00 
826	VERAPAMIL HYDROCHLORIDE TABLET	TAB/195mg	 97.02 	 110.88 	 131.67 	 152.46 	 207.90 
827	VILDAGLIPTIN TAB -50MG(GALVUS)	Tab/1	 352.80 	 403.20 	 478.80 	 554.40 	 756.00 
828	VINPOCETINE - 5MG(COGNITOL)	Tab/1	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
829	VIT B- COMPLEX INJECTION - 10ML	Vial/10ml	 161.70 	 184.80 	 219.45 	 254.10 	 346.50 
830	VIT B- COMPLEX SYRUP -	Blt/100ml	 499.80 	 571.20 	 678.30 	 785.40 	 1,071.00 
831	VIT B- COMPLEX TABLET - 	Tab/1	 17.64 	 20.16 	 23.94 	 27.72 	 37.80 
832	VIT B(1,6,12) TABLET - (NEUROVIT FORTE)	Tab/500mg	 205.80 	 235.20 	 279.30 	 323.40 	 441.00 
833	VIT B6 ( PYRIODOXINE) TABLET - 50MG	Tab/50mg	 55.86 	 63.84 	 75.81 	 87.78 	 119.70 
834	VIT. B1+VIT. B6 + VIT. B12 + DICLOFENAC TABLET - (DOLO-META)	Per Tab	 32.34 	 36.96 	 43.89 	 50.82 	 69.30 
835	VIT. B1+VIT. B6 + VIT. B12 + DICLOFENAC TABLET - 151MG (DICLO-NEUROBION)	Per Tab	 26.46 	 30.24 	 35.91 	 41.58 	 56.70 
836	VIT. B2 TABLET -  (RIBOFLAVIN)	Tab/1	 29.40 	 33.60 	 39.90 	 46.20 	 63.00 
837	VITAMIN A CAPSULE - 1000 U	Cap/1000iu	 88.20 	 100.80 	 119.70 	 138.60 	 189.00 
838	VITAMIN A TABLET	Tab/1000u	 105.84 	 120.96 	 143.64 	 166.32 	 226.80 
839	VITAMIN C ORAL DROP	Blt/15ml	 588.00 	 672.00 	 798.00 	 924.00 	 1,260.00 
840	VITAMIN C SYRUP - 100MG/5ML	Blt/100ml	 705.60 	 806.40 	 957.60 	 1,108.80 	 1,512.00 
841	VITAMIN C TABLET - 100MG (ASCORBIC ACID )	Tab/100mg	 17.64 	 20.16 	 23.94 	 27.72 	 37.80 
842	VITAMIN D TABLET - 1000IU	Tab/1000iu	 117.60 	 134.40 	 159.60 	 184.80 	 252.00 
843	VITAMIN E CAPSULE - 1000 IU	Cap/1000iu	 79.38 	 90.72 	 107.73 	 124.74 	 170.10 
844	VITAMIN K INJECTION - 25MG	Vial/25mg	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
845	WARFARIN - 3MG TABLET	Tab/5mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
846	WATER FOR INJECTION - 10ML	Tube/10ml	 88.20 	 100.80 	 119.70 	 138.60 	 189.00 
847	WHITFIELD OINTMENT	Tube/20g	 382.20 	 436.80 	 518.70 	 600.60 	 819.00 
848	XALATAN EYE DROP	Tube/10ml	 6,720.00 	 10,240.00 	 11,360.00 	 13,280.00 	 14,400.00 
849	XANTINOL NICOTINATE TABLET - (COMPLAMIN)	Tab/1	 114.66 	 131.04 	 155.61 	 180.18 	 245.70 
850	XYLOMETAZOLINE HCL EYE DROP - OTRIVIN EYE DROP	Tube/10ml	 4,480.00 	 5,120.00 	 6,080.00 	 7,040.00 	 9,600.00 
851	XYLOMETAZOLINE HCL NASAL DROP - 1%(OTRIVIN FOR ADULT)	Tube/10ml	 4,704.00 	 5,376.00 	 6,384.00 	 7,392.00 	 10,080.00 
852	XYLOMETAZOLINE NASAL DROP - 0.5%(OTRIVIN FOR CHILDREN)	Tube/10ml	 4,704.00 	 5,376.00 	 6,384.00 	 7,392.00 	 10,080.00 
853	XYLOPROCT SUPPOSITORY	Supp	 132.30 	 151.20 	 179.55 	 207.90 	 283.50 
854	YEAST TABLET - 300MG (KUNIMEED)	Tab/300mg	 23.52 	 26.88 	 31.92 	 36.96 	 50.40 
855	YELLOW CARD CERTIFICATION	Per Child	 1,176.00 	 1,344.00 	 1,596.00 	 1,848.00 	 2,520.00 
856	YELLOW FEVER VACCINE	Per dose	 2,058.00 	 2,352.00 	 2,793.00 	 3,234.00 	 4,410.00 
857	ZADITEN TABLET - 1MG	Tab/1mg	 235.20 	 268.80 	 319.20 	 369.60 	 504.00 
858	ZESTORETIC TABLET	Tab/1	 205.80 	 235.20 	 279.30 	 323.40 	 441.00 
859	ZIDOVUDINE SYRUP	Blt/1	 3,234.00 	 3,696.00 	 4,389.00 	 5,082.00 	 6,930.00 
860	ZIDOVUDINE TABLET 	Tab/1	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
861	ZIDOVUDINE-300  + LAMIVUDINE-150 TABLET- (COMBIVIR)	Tab/450mg	 199.92 	 228.48 	 271.32 	 314.16 	 428.40 
862	ZINC  EYE/EAR DROP	Blt/1	 705.60 	 806.40 	 957.60 	 1,108.80 	 1,512.00 
863	ZINC GLUCONATE TABLET - 50MG	Tab/50mg	 61.74 	 70.56 	 83.79 	 97.02 	 132.30 
864	ZINC OXIDE CREAM	Tube/1	 4,410.00 	 5,040.00 	 5,985.00 	 6,930.00 	 9,450.00 
865	ZINC SUSPENSION  10mg/5ml	BLT/50ml	 705.60 	 806.40 	 957.60 	 1,108.80 	 1,512.00 
866	ZINC TABLET - 20MG	Tab/20mg	 67.62 	 77.28 	 91.77 	 106.26 	 144.90 
867	ZINC TABLET - 50MG	Tab/50mg	 176.40 	 201.60 	 239.40 	 277.20 	 378.00 
868	ZOLADEX  INJECTION - 10.8 mg(GOSERELIN)	Vial/1	 264,600.00 	 302,400.00 	 359,100.00 	 415,800.00 	 567,000.00 
869	ZOLADEX  INJECTION - 3.6mg(GOSERELIN)	Vial/2	 129,360.00 	 147,840.00 	 175,560.00 	 203,280.00 	 277,200.00 
870	Amikacin 1500mg	vial/1	 1,500.00 	 2,000.00 	 3,200.00 	 4,000.00 	 5,000.00 
