Leadway Provider Network		
Proceedure Code	Proceedure Name	Amount
A1010103	GLIMEPIRIDE 2MG TAB MEPIRYL	₦70.20
A1010105	GLIMEPIRIDE 4MG TAB  MEPIRYL	₦112.32
A1010107	GLUCOVANCE 500MG 2 5MG TAB	₦149.18
A1010107	GLUCOVANCE 500MG 2 5MG TAB	₦149.18
A1010109	GLUCOVANCE 500MG 5MG TAB	₦152.69
A1010109	GLUCOVANCE 500MG 5MG TAB	₦152.69
A1010111	GALVUS MET 1000 50MG PER TAB	₦2,500.00
A1010113	GALVUSMET 50 850	₦284.31
A1010119	GLUCOBAY 100MG TAB	₦175.50
A1010119	GLUCOBAY 100MG TAB	₦175.50
A1010121	ACARBOSE TAB	₦87.75
A1010123	GLUCOBAY 50MG TAB	₦175.50
A1010123	GLUCOBAY 50MG TAB	₦175.50
A1010211	GALVUS 50MG	₦289.58
A1020001	GLICAZIDE 40MG TAB	₦105.30
A1020003	GLICLAZIDE 30MG TAB	₦105.30
A1020005	GLICLAZIDE 80MG TAB	₦105.30
A1020009	HUMULIN 70 30 CARTRIDGE	₦4,387.50
A1020011	HUMULIN N	₦5,440.50
A1020013	INSULATARD 40IU HM	₦5,440.50
A1020015	INSULIN GLARGINE CATRIDGE	₦4,036.50
A1020019	INSULIN MIXTARD 30 70 INJECTION	₦6,142.50
A1020021	MOUNJARO PEN 2.5MG	₦6,142.50
A1020023	LANTUS INSULIN 1 VIAL	₦6,142.50
A1020025	LANTUS INSULIN PER PACK	₦27,202.50
A1020027	MIXTARD INSULIN CATRIDGES 3ML BOTTLE	₦2,983.50
A1020029	MONOTARD INSULIN HM 100 IU ML	₦6,142.50
A1020031	NOVOMIX FLEXPEN INSULIN	₦29,835.00
A1020033	NOVORAPID FLEXPEN INSULIN	₦26,325.00
A1020035	SANOFI INSULIN COMBO	₦5,791.50
A1020037	TRESIBA FLEXTOUCH INSULIN	₦12,109.50
A1020039	VICTOZA INSULIN	₦50,895.00
A1020041	METFORMIN 500MG TAB	₦100.00
A1020043	METFORMIN 850MG TAB	₦52.65
A1020045	METFORMIN EXT REL 1000MG	₦43.88
A1020047	METFORMIN SANDOZ 1000MG	₦38.61
A1020049	TRALOMINA METFORMIN 500 MG	₦87.75
A1020051	VILDAGLIPTIN 50MG TAB VILGET	₦263.25
A1020053	GALVUSMET 50 500MG	₦287.82
A1020054	GALVUSMET 50 1000 TAB	₦275.54
A1020054	GALVUSMET 50 1000 TAB	₦275.54
A1020055	VILDAGLIPTIN METFORMIN 50 1000MG TAB	₦275.54
A1020057	VIDAGLIPTIN METFORMIN 50 500MG TAB	₦275.54
A1110001	ABIDEC DROP	₦1,544.40
A1110003	ABIDEC SYRUP	₦2,281.50
A1110005	AFRAB VITE DROP	₦315.90
A1110007	AFRAB VITE SYRUP	₦386.10
A1110009	ASTYMIN CAP	₦35.10
A1110011	AMINO ACID ASTYMIN INFUSION	₦3,861.00
A1110013	ASTYMIN SYRUP	₦2,106.00
A1110015	DYNAMOGEN LIQUID 10MLS	₦351.00
A1110017	MULTIVITE SYRUP	₦614.25
A1110021	PREGNACARE CAP	₦175.50
A1110021	PREGNACARE CAP	₦175.50
A1110027	VITAMIN A 100000IU	₦122.85
A1110027	VITAMIN A 100000IU	₦122.85
A1110027	VITAMIN A 100000IU	₦122.85
A1110030	VIT D CHOLECALCIFEROL SYR 5000IU PER 5ML	₦2,106.00
A1110031	CHOLECALCIFEROL 5 000 IU SYRUP	₦1,579.50
A1110035	NEUROBION TAB	₦210.60
A1110041B	VIT B COMPLEX SYRUP	₦600.00
A1110043	VITAMIN C 100MG	₦50.00
A1110043	VITAMIN C 100MG	₦50.00
A1110045	VITAMIN C 100MG 5MLS SYRUP	₦600.00
A1110045	VITAMIN C 100MG 5MLS SYRUP	₦600.00
A1110049	VITAMIN C INJ	₦438.75
A1110055	NICOTINIC ACID TAB	₦105.30
A1110057	PYRIDOXINE 50MG PER TAB	₦70.20
A1110059	ETOVIT CAPGEL 200MG	₦87.75
A1110067	VITAMIN K INJ	₦614.25
A1120001	EMVITE MULTIVITAMIN SYR 100ML	₦526.50
A1120001	EMVITE MULTIVITAMIN SYR 100ML	₦526.50
A1120003	MEROMIN SYRUP	₦2,106.00
A1120005	MIM SYRUP	₦877.50
A1120007	MULTIVITAMIN DROPS	₦438.75
A1120009	MULTIVITAMIN SYR	₦526.50
A1120011	MULTIVITAMIN TAB	₦52.65
A1120013	MUMFER CHEWABLE TABLET	₦87.75
A1120015	MUMFER ELEMENTAL IRON SYR 150ML	₦1,368.90
A1120017	OBRON 6 CAP	₦87.75
A1120019	ONE A DAY MULTIVITAMINS	₦105.30
A1120021	ORAXIN SIROP 200ML	₦1,755.00
A1120023	ORAXIN SYR 100ML	₦1,228.50
A1120025	PHARMATON TAB	₦122.85
A1120027	REDOXON 1G PER TAB	₦87.75
A1120029	REVITAL PER CAP	₦105.30
A1120031	SANATOGEN MULTIVITAMIN GOLD	₦1,228.50
A1120033	SANATOGEN TAB FOR CHILDREN	₦877.50
A1120035	WELLMAN CAPSULE	₦175.50
A1120037	WELLWOMAN CAPSULE	₦140.40
A1120039	ADAMS DESIRE	₦210.60
A1120041	MOTILITY BOOST MEN	₦351.00
A1120043	MVS PRENATAL TAB	₦87.75
A1120045	AILON DROP	₦877.50
A1120047	FERBELAN SYRUP	₦702.00
A1120049	GYNOBETROSIL PESSARIES	₦228.15
A1120051	VANCOMYCIN INJ 500MG	₦1,684.80
A1120053	PYRIDOXINE 25MG PER TAB	₦52.65
A1120055	PYRIDOXINE SYR	₦1,368.90
A1210001	CA C 1000 TAB	₦44.93
A1210003	CALCIUM GLUCONATE INJ	₦526.50
A1210005	CALCIUM LACTATE 300MG TAB	₦35.10
A1210007	OSTEOCARE TAB	₦122.85
A1210009	SLOW K 600MG	₦175.50
A1210011	MIST POTASSIUM CITRATE	₦1,140.75
A1210013	Epsom Salt	₦438.75
A1220001	SUPER CALCIUM TABS 1 TAB	₦35.10
A1220003	CALCIMAX CALCIUM SUSPENSION 100ML	₦333.45
A1220005	CALCIMAX TAB	₦386.10
A1220007	CALCIUM AND VIT D CAPS	₦122.85
A1220009	CALCIUM GLUCONATE TAB	₦35.10
A1220011	CALCIUM SUSPENSION	₦789.75
A1220013	CAP VITAMIN E 100MG	₦87.75
A1220015	CEE CAL TAB	₦70.20
A1220017	MAGNESIUM 500mg	₦789.75
A1220019	MAGNESIUM SULPHATE PASTE 50G	₦4,387.50
A1220021	MARTINDALE SODIUM BICARBONATE INJECTION	₦2,457.00
A1220023	ANTACID SUSP 100ML1 BOT SUPERMAG	₦333.45
A1220027	ANTACID TAB	₦491.40
A1220029	EMTRISIL SUSPENSION	₦789.75
A1220031	MAGNESIUM TRISILICATE PLUS ALUMINIUM HYROXIDE	₦614.25
A1220033	MAGNESIUM TRISILICATE PLUS ALUMINIUM HYROXIDE TAB	₦614.25
A1220035	MAGSULF MAGNESIUM SULPHATE 5G 10ML INJECTION	₦2,281.50
A1220037	MEGACID SUSP	₦947.70
A1220039	MILK OF MAG  TRISILICATE SUSP  MMT 10ML	₦351.00
A1220041	MILK OF MAGNESIA PHILIP 200MLS	₦614.25
A1220043	MISTMAG SUSP  NOMAGBON	₦702.00
A1220045	MISTMAG SUSP POLYFORT ANTACID	₦789.75
A1220045	MISTMAG SUSP POLYFORT ANTACID	₦789.75
A1220047	NUGEL ANTACID 10ML	₦1,228.50
A1220049	NUGEL O MINT FLAVOUR 200ML	₦1,316.25
A1220051	POLYCROL FORTE GEL 100MLS	₦473.85
A1220053	POLYFORT SYRUP	₦965.25
A1220055	MAGNESIUM SULPHATE CREAM	₦1,930.50
A1220057	POTASSIUM PERMANGANATE CRYSTAL	₦526.50
A1220059	HAMELN STERILE POTTASSIUM CHLORIDE CONCENTRATE INFUSION	₦2,281.50
A1220061	KCL INJ	₦1,140.75
A1220063	VITREOLET DROP	₦1,404.00
A1220065	POTASSIUM MAG CRYSTAL 1 BOT	₦877.50
AA0090	MONTIGET 4mg TABLETS	₦175.50
AA0112	SALBUTAMOL 4MG PER TAB	₦87.75
AB0135A	AMOVIN AMOXICLAV 228 5MG 5ML	₦1,600.00
AB0140	AMOXICILLIN 500MG CAP	₦150.00
AB0141B	AMOXICILLIN CLAVULANIC ACID 475 5MG SUSPENSION	₦2,106.00
AB0142	AMOXICILLIN CLAVULANIC ACID 625MG TABLET	₦1,228.50
AB0146	AMOXICILLIN CLAVULANIC ACID TABLET 1G AQUACLAV	₦119.09
AB0146	AMOXICILLIN CLAVULANIC ACID TABLET 1G AQUACLAV	₦119.09
AB0157	AMOXICILLIN 500MG INJECTION	₦351.00
AB0176	AMPICLOX 500MG CAP	₦70.00
AB0571	CEFIXIME 200MG TABS	₦1,404.00
AB0854	CIPROTAB 500MG TAB	₦210.60
AB0986	CLINDAMYCIN 150MG CAP	₦87.75
AB1000	CLOXACILLN 500MG CAP	₦263.25
AB1106	DERMAZIN 1Percent CREAM	₦1,316.25
AB1579	GOCEE GENTAMYCIN INJECTION	₦351.00
AB1942	LEVOFLOXACIN INFUSION	₦789.75
AB2056A	ITRACONAZOLE 100MG TAB SPORANOX	₦377.33
AB2128A	MECLIZINE TABS 25MG	₦96.53
AB2182	METRONIDAZOLE INFUSION	₦789.75
AB2604	PAUCO PROCAINE PENICILLIN INJECTION	₦351.00
AB2818A	RETAPAMULIN CREAM  ALTABAX	₦3,334.50
AB2902A	SALTROL SALMETEROL FLUTICASONE 250MCG	₦58.50
AB3043	SPORIDEX SUSPENSION	₦1,053.00
AB34846	HYPOMELLOSE EYE DROP	₦1,404.00
AB34846	HYPOMELLOSE EYE DROP	₦1,404.00
AB3573	ZITHROMAX ORAL SUSPENSION	₦4,036.50
AC0018	CARBAMAZEPINE 200MG TAB	₦87.75
ACT20003	ACTRAPID INSULIN 10MLS 40 UNITS PER ML	₦2,983.50
ACT20005	ACTRAPID PENFIL	₦6,142.50
AD0002	ACTRAPID HUMAN INSULIN SUSPENSION FOR INJECTION	₦6,142.50
AD0095A	DUTASTERIDE 0 5MG TAB	₦175.50
AD0095A	DUTASTERIDE 0 5MG TAB	₦175.50
AD0236	MEEM METFORMIN HYDROCHLORIDE SR 500	₦40.37
AD0349B	GLIBENCLAMIDE 5MG TAB	₦35.10
AD0349B	GLIBENCLAMIDE 5MG TAB	₦35.10
AF0066	CLOTRIMAZOLE DUSTING POWDER	₦877.50
AF0067B	CLOTRIMAZOLE PESSARY PER TAB	₦508.95
AF0068A	CLOTRIMAZOLE VAGINAL CREAM	₦1,140.75
AF0091	DIFLUKO FLUCONAZOLE 150MG	₦52.65
AF0196	GRISEOFULVIN TABLETS	₦52.65
AF0285A	MEPISAN CREAM	₦702.00
AF0285B	MEPYRAMINE MALEATE CREAM 25MG1 TUBE	₦702.00
AF0352A	PROMETHAZINE CREAM 2PERCENT 30G TUBE	₦1,228.50
AF0442	VISITA PLUS CREAM	₦965.25
AFR20001	NOSPAMIN DROPS 15ML	₦333.45
AH0054	CHLORPHENIRAMINE MALEATE SYRUP	₦1,053.00
AH0054A	CHLORPHENIRAMINE MALEATE SYRUP BRANDED	₦1,228.50
AH0055A	CHLORPHENIRAMINE INJ	₦351.00
AH0058	CINNARIZINE 25MG TAB	₦175.50
AH0100	EMZOR CHLOPHENIRAMINE 4MG TAB	₦52.65
AH01091	XONADINE FEXOFENADINE HYDROCHORIDE 120MG	₦140.40
AH0160A	HOVID LORATYN LORATADINE 10MG	₦52.65
AH0163	LORATYN 10 TABLETS	₦52.65
AH0206	PETAZINE INJECTION	₦351.00
AH02071	LEVOCETIRIZINE SYRUP	₦702.00
AH0208A	PROMETHAZINE 5MG 5MG ELIXIR PER TAB	₦877.50
AH0214	PIRITON EXPECTORANT LINCTUS FOR CHILDREN	₦1,755.00
AH0223	PROMETHAZINE HYDROCHLORIDE INJECTION	₦263.25
AH0245A	SPANAMINE CHLORPHENIRAMINE 10MG 1ML INJECTION	₦438.75
AHC0140	ASOMEX 2.5MG TABLET	₦35.10
AHC0193	CADUET 10 10MG	₦324.68
AHC0194	CADUET 5 10MG	₦315.90
AHC0198	CANDESARTAN 16MG TAB CRESCENT	₦210.60
AHC0198	CANDESARTAN 16MG TAB CRESCENT	₦210.60
AHC0201	CANDESARTAN 8MG TAB CRESCENT	₦157.95
AHC0201	CANDESARTAN 8MG TAB CRESCENT	₦157.95
AHC0259A	CLOPIDOGREL 75MG POCCO	₦100.00
AHC0273	CO APROVEL 150 12 5MG	₦235.63
AHC0273	CO APROVEL 150 12 5MG	₦235.63
AHC0274	CO APROVEL 300 12 5 TAB	₦276.25
AHC0329	HOVID DOPATAB METHYLDOPA 250MG	₦48.75
AHC0604A	METHYLERGOMETRINE INJ  0 2MG	₦4,387.50
AHC0656	NIFEDIN DEXCEL20 RETARD TABLET	₦35.10
AHC0657	NIFEDIPINE 20 TABLETS	₦35.10
AHC0687	NORMORETIC AMILORIDE HCT 5 50MG TABLET	₦22.82
AHC0945	THIAPRIL TAB	₦87.75
AHC0952	TIMLOL 0 25Percent EYE DROP	₦1,491.75
AHC1049A	ZAFIRLUKAST 20MG TAB	₦263.25
AI0150	DICLOFENAC 50MG TAB	₦45.00
AI0152	DICLOFENAC GEL	₦600.00
AI0172A	DICLOFENAC 100MG TAB	₦50.00
AI0415	IBUPROFEN SUSPENSION	₦403.65
AI0538	MELOCAP 15MG TABLETS	₦96.53
AI0549A	MIFEPRISTONEN TAB	₦263.25
AI0839A	Diclofenac Inj	₦263.25
AI0874A	DICLOFENAC SODIUM 100MG RETARD TAB	₦87.75
AKI20001	AKINETON 5MG TAB	₦263.25
AKI20003	AKINETON INJ	₦2,632.50
AL0206A	MESTEROLONE 25 MG TAB	₦140.40
ALF20001	ALFA D 0 5MCG TAB	₦105.30
ALF20003	ALFUZOSIN TAB	₦210.60
ALP20001	ALPHABETIC CAPLET PER TAB	₦137.48
AM0130	ARTEMETHER INJECTION 80MG	₦400.00
AM0164	ARTESUNATE 50MG TABLET	₦1,368.90
AM0506A	KETOTIFEN 2MG TAB	₦263.25
AM0506B	KETOTIFEN 1MG TAB	₦228.15
AM0688	METAPRIM TABLET	₦35.10
AM0814	QUININE HYDROCHLORIDE SYRUP	₦649.35
AM0915	ARTEMETHER 80 LUMENFANTRINE 480 LONART	₦1,579.50
AMD20001	AMDIN 600 750MG	₦965.25
AMI20001	AMINO ACIDS PLUS VITAMIN GRANULES	₦877.50
AN0139	CELEBREX 200MG TAB	₦500.18
AN0217	DRUGAMOL INTRAVENOUS INJECTION	₦333.45
AN0281A	FLU J SYRUP	₦1,316.25
AN0579	PARACETAMOL 150MG INJECTION	₦500.00
AN0582	PARACETAMOL 300MG  2ML INJECTION	₦250.00
AN0627	PENTAZOCINE INJECTION	₦250.00
AN0628	PENTAZYM	₦6,142.50
AN0746A	TOLTERODINE 2MG TABS	₦351.00
AN0762	TRAMADOL 100MG CAPS	₦87.75
AN0769	TRAMADOL INJECTION	₦351.00
ANA20001	ANALGIN 500MG INJ	₦351.00
ANC20001	ANCOLOXIN TABLET	₦175.50
ANN20001	ANNUSOL SUPPOSITORIES	₦351.00
ANO20001	ANOTELKAST PER TAB	₦175.50
ANT20001	ANTAZOLINE TETRAHYDROZINE EYE DROP	₦1,228.50
APP20001	APPAMIDE PLUS EYE DROPS 5ML	₦7,020.00
APR20001	APROVASC 300MG 5 MG TAB	₦307.13
AQ0071	EMZOLYN SYRUP	₦650.00
AQ0142A1	Ephedrine plus Theophylline Tablet 11mg 20 mg Tab	₦175.50
AQ0142C	TRIPROLIDINE HCL PSEUDOEPHEDRINE1 TAB	₦70.20
AQ0145	RHINATHIOL 2Percent SYRUP FOR CHILDREN	₦2,193.75
AR0003B	AMITRIPTYLINE 50MG TAB	₦107.06
ARC20001	ARCO ACT ANTIMALARIAL PER TAB	₦789.75
ART20001	ARTHROGRATIS PER TAB	₦181.35
ART20003	ARTANE 5MG TAB COUNTING	₦87.75
ASC20001	ASCOREX SYRUP 100ML	₦877.50
ASC20003	ASCOMED VITAMIN C 100MG TAB	₦210.60
ASC20003	ASCOMED VITAMIN C 100MG TAB	₦210.60
AST20001	ASTIZOL 10MG TAB	₦351.00
AST20003	ASTYMIN G DROPS	₦702.00
AT0001	ANTACID SUSPENSION	₦561.60
ATO20001	ATOVAQUONE PLUS PROGUANIL TABS	₦2,369.79
AV0081	LAMIVUDINE 150MG TABLETS	₦122.85
AV0081	LAMIVUDINE 150MG TABLETS	₦122.85
AVA20001	AVANDIA 4MG TAB ROSIGLITAZONE	₦526.50
AVR20001	AVROLIN COUGH SYRUP	₦351.00
AY0022	FLUPHENAZINE DECANOATE INJECTION	₦4,212.00
AZ0020	CORTEL TELMISARTAN HCT 40 12 5MG TABLET	₦149.18
AZ0021B	TELMISARTAN HCT 80 12 5MG TABLET	₦201.83
AZ0022	TWYNSTA TEILMISARTAN 40MG 5MG	₦438.75
AZA20001	AZATHIOPRINE 50 MG TAB	₦61.43
B0110003	WARFARIN 1MG	₦35.10
B0110003	WARFARIN 1MG	₦35.10
B0110005	WARFARIN 3MG TABS	₦35.10
B0110005	WARFARIN 3MG TABS	₦35.10
B0110007	WARFARIN 5MG TABS	₦35.10
B0110007	WARFARIN 5MG TABS	₦35.10
B0110009B	HEPARIN INJ 25000IU	₦27,787.50
B0110011	CLEXANE INJ 20MG	₦4,212.00
B0110012	CLEXANE INJECTION	₦4,212.00
B0110012	CLEXANE INJECTION	₦4,212.00
B0110017	ENOXAPAPRIN INJ 20MG AMP	₦4,212.00
B0110017	ENOXAPAPRIN INJ 20MG AMP	₦4,212.00
B0110019	ENOXAPAPRIN INJ 40MG AMP	₦4,212.00
B0110019	ENOXAPAPRIN INJ 40MG AMP	₦4,212.00
B0110021	CLOPIDOGREL PLAGERINE 75MG PER TAB	₦100.00
B0110023	INSTACLOP 75 MG TAB	₦87.75
B0110025	CLOPIDOGREL PLAVIX 75MG	₦100.00
B0110029	CARDIOACE CAP	₦114.08
B0110035	DIPYRIDAMOLE 100MG TAB	₦81.25
B0110037B	PERSANTIN 200MG TAB	₦263.25
B0110043	XARELTO 15MG	₦2,263.39
B0110043	XARELTO 15MG	₦2,263.39
B0110045	XARELTO 20MG	₦2,263.39
B0110045	XARELTO 20MG	₦2,263.39
B0110047	EMZOR EMPIRIN 75MG PER TAB	₦4.55
B0120001	ASPIRIN VASOPRIN 300MG 1 TAB	₦10.00
B0120003	ASPIRIN DISPRIN TAB 300MG	₦17.55
B0120005	DIPYRIDAMOL  200MG CAP PERSANTIN	₦162.50
B0210001	TRANEXAMIC ACID TABS 500MG  TAB	₦175.50
B02100012	TRANEXAMIC ACID INJ	₦3,159.00
B0210007	DICYNONE 250MG INJECTION	₦877.50
B0210009	DICYNONE 250MG TAB	₦263.25
B0220001	AMCHAFIBRIN TRANEXAMIC ACID INJECTION 500MG	₦2,106.00
B0220005	TREXAMIN TRANEXAMIC ACID 500MG	₦456.30
B0220007	TREXAMIN TRANEXAMIC ACID INJECTION 500MG	₦4,387.50
B0310001	FERROUS SULPHATE 200MG TAB	₦35.10
B0310005	IRON DEXTRAN 2ML	₦2,632.50
B0310013	THIOCAL SYR	₦789.75
B0310015	FEROGLOBIN BLOOD TONIC 200ML	₦2,369.25
B0310021	ASTYFER SYRUP	₦2,106.00
B0310023	FEFOL CAPSULES	₦70.20
B0310027	FOLIC ACID SYRUP	₦351.00
B0310031	ERYTHROPOETIN 4000 UNIT INJ	₦12,285.00
B0320001	IRON SYRUP	₦526.50
B0320003	JAWARON MULTIVITAMIN CAPSULES	₦52.65
B0320005	FALBITONE CAP	₦87.75
B0320007	FERGON TAB	₦35.10
B0320009	FEROSOFT IRON SUCROSE 5ML	₦3,510.00
B0320011	IRON SUCROSE 200MG INJ	₦2,106.00
B0320013	OROFER SYRUP	₦1,755.00
B0320015	RANFERON BLOOD TONIC 100ML	₦789.75
B0320017	RANFERON BLOOD TONIC 200ML	₦1,228.50
B0320019	TOTHEMA PER AMPOULE	₦351.00
B0510001	HAEMACCEL INFUSION	₦4,387.50
B0510003	ISOPLASMA	₦4,387.50
B0510007	10perc DEXTROSE WATER INFUSION 500MLS	₦1,200.00
B0510009	5 Perc DEXTROSE INFUSION 500ML	₦1,200.00
B0510021	RINGERS LACTATE	₦1,200.00
B0510025	20Perc MANNITOL	₦1,000.00
B0510029	POTASSIUM CHLORIDE INJ	₦1,140.75
B0510033	NORMAL SALINE 500ML	₦1,200.00
B0510037	MAGNESIUM SULPHATE INJ	₦3,159.00
B0520001	CARBOPLASTIN 450MG INJ	₦2,632.50
B0520003	SODIUM BICARBONATE TABS	₦52.65
B0520005	UNIHART SODIUM LACTATE INFUSION	₦1,000.00
B0520007	EPILIM TAB 500MG CHRONO	₦298.35
B0610001	CHYMORAL INJECTION	₦438.75
B0610003	CHYMORAL TAB	₦25.00
B0610005	KOTASE TAB	₦52.65
B0620001	TRYPSIN CHYMOTRYPSIN1 TAB	₦52.65
BAC20001	BACTIGRAS	₦351.00
BEN20001	BENYLIN DRY COUGH SYRUP 100ML	₦2,544.75
BEN20003	BENYLIN WITH CODEINE COUGH SYRUP	₦2,808.00
BEN20005	BENZATHINE PEN INJ 1800MG	₦2,632.50
BEN20007	BENZOYL PEROXIDE CREAM	₦2,106.00
BET20009	BETALOC ZOK METOPROLOL 25 MG TAB	₦87.75
BLO20003	BLOOD TONIC 100MLS1 BOT	₦280.80
BLO20005	BLOOD TONIC 200MLS1 BOT	₦702.00
BRA20001	BRAVELLE INJ	₦12,285.00
BRI20001	BRINZOLAMIDE EYE DROP	₦4,387.50
BRI20001	BRINZOLAMIDE EYE DROP	₦4,387.50
BRO20003	BROMELAIN PLUS TRYPSIN PER TAB	₦61.43
BRO20005	BROMOCRYPTINE 2 5MG TAB PARILAC	₦122.85
BRO20006	BROMOCRYPTINE 2 5MG TAB	₦122.85
C0110001	DIGOXIN 0 25MG TAB	₦406.25
C0110001	DIGOXIN 0 25MG TAB	₦406.25
C0110003	DIGOXIN INJ	₦1,218.75
C0110005	LANOXIN PG 50MCG ELIXIR 60ML	₦1,053.00
C0110007	AMIODARONE 100MG TAB	₦87.75
C0110009	AMIODARONE 200MG TAB	₦87.75
C0110011	ADRENALIN INJ 1MG AMP	₦877.50
C0110013	GLYCERINE TRINITRATE 5MG TAB	₦682.50
C0110015	NITROGLYCERINE LINGUAL	₦122.85
C0110017	ISORDIL 10MG TAB	₦48.75
C0110019	ISORDIL 5MG TAB	₦48.75
C0120001	AMIODARONE 150MG 3ML INJ	₦1,579.50
C0120003	CORDARONE 200MG TAB	₦113.75
c0120005	MOKO GLYCERIN BORAX 50ML	₦351.00
c0120007	GLYCERINE TRINITRATE SPRAY	₦3,250.00
C0120009	ISOSORBIDE DINITRATE 10MG TABS	₦48.75
C0120011	ISOSORBIDE DINITRATE 5MG TABS	₦48.75
C0120013	ISOSORBIDE MONONITRATE 60MG TA	₦81.25
C0210011	REGROTON PER TAB	₦87.75
C0210013	Aldomet 250mg Searle	₦175.50
C0210013	Aldomet 250mg Searle	₦175.50
C0210017	ALDOMET 250MG TAB ASPEN	₦90.00
C0210017	ALDOMET 250MG TAB ASPEN	₦90.00
C0210021	HYPOVASE 1MG TAB	₦73.13
C0210024	MINIPRESS TAB 1MG	₦122.85
C0210025	DOXAZOCIN 4MG  TAB	₦122.85
C0210027	APRESOLINE 25MG TAB	₦63.18
C0210031	APRESOLINE 20MG INJ  Hydralazine	₦2,106.00
C02100331	HYDRALAZINE 25MG  TAB	₦48.75
C0210035	HYDRALAZINE INJ	₦292.50
C0210045	BONDOMET METHYLDOPA 250 MG	₦45.00
C0220001	DOXAZOCIN 2MG  TAB	₦122.85
C0220003	PFIZER CARDURA 4MG	₦210.60
C0220005	ALDOMET INJECTION	₦702.00
C0220007	METHYL DOPA 250MG	₦90.00
C0220007	METHYL DOPA 250MG	₦90.00
C0310001	BENDROFLUMETHIAZIDE 2 5MG TAB	₦35.10
C0310003	BENDROFLUMETHIAZIDE 5MG TAB	₦35.10
C0310007	ESIDREX 25MG TAB	₦170.63
C0310007	ESIDREX 25MG TAB	₦170.63
C0310011	HYDROCHLOROTHIAZIDE HCT TAB 25MG	₦34.13
C0310019	INDAPAMIDE SR 1 5MG TAB	₦113.75
C0310021	Indapamide sr	₦149.18
C0310021	Indapamide sr	₦149.18
C0310031	NATRILIX TAB 2 5MG TAB	₦149.18
C0310031	NATRILIX TAB 2 5MG TAB	₦149.18
C0310033	FRUSEMIDE INJ	₦162.50
C0310035	FRUSEMIDE 40MG TAB	₦40.63
C0310043	LASIX PAEDIATRIC LIQUID 150MLS	₦1,579.50
C0310045	ALDACTONE TAB	₦114.08
C0310046B	ALDACTONE 25MG TAB	₦114.08
C0310047	SPIRONOLACTONE 25MG TAB	₦57.92
C0310047	SPIRONOLACTONE 25MG TAB	₦57.92
C0310049	AMILORIDE TAB	₦35.10
C0310051	MODURETIC TAB	₦22.82
C0310051	MODURETIC TAB	₦22.82
C0310059	TEVA FRUSEMIDE 40MG	₦52.65
C0310059	TEVA FRUSEMIDE 40MG	₦52.65
C0320001	FRUSEMIDE 40MG TAB LASIX	₦110.50
C0320003	FRUSEMIDE INJ 20MG LASIX	₦325.00
C0320005	HYDROCHLORTHIAZIDE	₦34.13
C0320007	INDAPAMIDE SR 2 5MG TAB	₦113.75
C0410001	BRINERDIN TAB	₦175.50
C0410001	BRINERDIN TAB	₦175.50
C0510001	ANUSOL CREAM	₦3,422.25
C0510003	ANUSOL SUPPOSITORIES 12 TABS	₦263.25
C0710001	PROPANOLOL 40MG TAB INDERAL PER TAB	₦122.85
C0710007	PROPRANOLOL 40MG TABLET	₦138.13
C0710013	PROPANOLOL 40MG TAB PER TAB	₦52.65
C0710013	PROPANOLOL 40MG TAB PER TAB	₦52.65
C0710021	METOPROLOL 50MG TAB	₦87.75
C0710027	BISOPROLOL 5MG TAB	₦35.10
C0710027	BISOPROLOL 5MG TAB	₦35.10
C0710031	Concor AM 5/10	₦35.10
C0710033	LABETALOL 100MG TAB	₦210.60
C0710033	LABETALOL 100MG TAB	₦210.60
C0710035	TRANDATE 100MG TAB	₦210.60
C0710037	CARVEDILOL 12 5MG TAB	₦70.20
C0710037	CARVEDILOL 12 5MG TAB	₦70.20
C0710039	CARVEDILOL 3 125MG	₦61.43
C0710039	CARVEDILOL 3 125MG	₦61.43
C0710041	CARVEDILOL 6 25MG TAB	₦61.43
C0710041	CARVEDILOL 6 25MG TAB	₦61.43
C0710043	CARVEDILOL TABLET 25MG TABLET	₦219.38
C0710043	CARVEDILOL TABLET 25MG TABLET	₦219.38
C0710045	ATENOLOL 50MG TAB	₦21.94
C0710061	CO TENIDONE 100 25MG TAB	₦81.25
C0710063	CO TENIDONE 50 12 5MG TAB	₦81.25
C0720001	ATENOLOL 100MG TAB	₦21.94
C0720003	CHLORTHALIDONE PER TAB  12.5mg	₦87.75
C0720005	ATENORM ATENOLOL 50MG TAB	₦87.75
C0720007	TERNOMIN ATENOLOL 100MG TAB	₦228.15
C0720009	TERNOMIN ATENOLOL 50MG TAB	₦156.20
C0720011	TEVA BISOPROLOL FUMARATE 10 MG	₦52.65
C0720013	TEVA BISOPROLOL FUMARATE 5 MG	₦52.65
C0720015	EUCARDIC 12 5MG TAB	₦650.00
C0720017	EUCARDIC 25MG TAB	₦650.00
C0720019	EUCARDIC 3 125MG TAB	₦650.00
C0720021	LABETALOL 200MG TABS	₦263.25
C0720023	LABETALOL HCL 50MG 10ML INJ	₦1,579.50
C0810073	AMLODIPINE 10MG TAB	₦80.00
C0810075	AMLODIPINE 10MG  Norvasc	₦277.29
C0810079	AMLODIPINE 5MG TAB	₦80.00
C0810079	AMLODIPINE 5MG TAB	₦80.00
C0810081	AMLODIPINE 5MG  Norvasc	₦157.95
